CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Chariton County MO,MO,29041.0,Chariton,Keytesville,"7,831","1,945.55",751.181,40.355,15.581,"1,985.91",766.762,39.517969,-92.961621
Christian County MO,MO,29043.0,Christian,Ozark,"77,422","1,457.24",562.645,3.013,1.163,"1,460.26",563.808,36.969739,-93.187614
Clark County MO,MO,29045.0,Clark,Kahoka,"7,139","1,307.15",504.692,18.474,7.133,"1,325.62",511.825,40.407275,-91.729472
Clay County MO,MO,29047.0,Clay,Liberty,"221,939","1,029.00",397.298,29.456,11.373,"1,058.45",408.671,39.315551,-94.421502
Clinton County MO,MO,29049.0,Clinton,Plattsburg,"20,743","1,085.09",418.956,11.724,4.527,"1,096.81",423.483,39.608723,-94.395803
Cole County MO,MO,29051.0,Cole,Jefferson City,"75,990","1,019.81",393.75,21.172,8.175,"1,040.98",401.925,38.506847,-92.271404
Cooper County MO,MO,29053.0,Cooper,Boonville,"17,601","1,462.74",564.765,11.436,4.416,"1,474.17",569.181,38.845386,-92.812323
Crawford County MO,MO,29055.0,Crawford,Steelville,"24,696","1,923.11",742.517,3.203,1.237,"1,926.31",743.754,37.966561,-91.313933
Dade County MO,MO,29057.0,Dade,Greenfield,"7,883","1,269.13",490.012,42.069,16.243,"1,311.19",506.255,37.43235,-93.854878
Dallas County MO,MO,29059.0,Dallas,Buffalo,"16,777","1,400.59",540.77,5.388,2.08,"1,405.98",542.85,37.683583,-93.033812
Daviess County MO,MO,29061.0,Daviess,Gallatin,"8,433","1,458.79",563.24,15.036,5.805,"1,473.82",569.045,39.962839,-93.970053
DeKalb County MO,MO,29063.0,DeKalb,Maysville,"12,892","1,091.31",421.356,11.563,4.465,"1,102.87",425.821,39.894665,-94.40719
Dent County MO,MO,29065.0,Dent,Salem,"15,657","1,949.72",752.79,4.445,1.716,"1,954.16",754.506,37.60325,-91.495916
Douglas County MO,MO,29067.0,Douglas,Ava,"13,684","2,107.30",813.632,2.498,0.965,"2,109.80",814.597,36.946517,-92.515892
Dunklin County MO,MO,29069.0,Dunklin,Kennett,"31,953","1,401.36",541.069,15.839,6.115,"1,417.20",547.184,36.153025,-90.062254
Franklin County MO,MO,29071.0,Franklin,Union,"101,492","2,389.73",922.681,20.731,8.004,"2,410.46",930.685,38.408313,-91.07341
Gasconade County MO,MO,29073.0,Gasconade,Hermann,"15,222","1,341.10",517.803,17.192,6.638,"1,358.30",524.441,38.441183,-91.50578
Gentry County MO,MO,29075.0,Gentry,Albany,"6,738","1,272.78",491.422,0.762,0.294,"1,273.54",491.716,40.209379,-94.40411
Greene County MO,MO,29077.0,Greene,Springfield,"275,174","1,749.03",675.304,6.671,2.576,"1,755.70",677.88,37.258196,-93.340641
Grundy County MO,MO,29079.0,Grundy,Trenton,"10,261","1,127.36",435.276,7.123,2.75,"1,134.48",438.026,40.112541,-93.565054
Harrison County MO,MO,29081.0,Harrison,Bethany,"8,957","1,871.28",722.504,10.104,3.901,"1,881.38",726.405,40.34562,-93.992582
Henry County MO,MO,29083.0,Henry,Clinton,"22,272","1,805.09",696.947,91.64,35.382,"1,896.73",732.329,38.386491,-93.792628
Hickory County MO,MO,29085.0,Hickory,Hermitage,"9,627","1,033.64",399.091,32.678,12.617,"1,066.32",411.708,37.9367,-93.322835
Holt County MO,MO,29087.0,Holt,Oregon,"4,912","1,198.37",462.693,19.839,7.66,"1,218.21",470.353,40.095724,-95.219072
Howard County MO,MO,29089.0,Howard,Fayette,"10,144","1,201.36",463.849,19.894,7.681,"1,221.26",471.53,39.143365,-92.695926
Howell County MO,MO,29091.0,Howell,West Plains,"40,400","2,401.56",927.248,2.914,1.125,"2,404.48",928.373,36.774369,-91.887368
Iron County MO,MO,29093.0,Iron,Ironton,"10,630","1,425.17",550.259,4.675,1.805,"1,429.84",552.064,37.62596,-90.699627
Jackson County MO,MO,29095.0,Jackson,Independence,"674,158","1,565.55",604.462,30.522,11.784,"1,596.07",616.246,39.007233,-94.342507
Jasper County MO,MO,29097.0,Jasper,Carthage,"117,404","1,653.68",638.487,7.23,2.791,"1,660.90",641.278,37.200865,-94.338869
Jefferson County MO,MO,29099.0,Jefferson,Hillsboro,"218,733","1,700.66",656.629,19.828,7.656,"1,720.49",664.285,38.257414,-90.543138
Johnson County MO,MO,29101.0,Johnson,Warrensburg,"52,595","2,147.83",829.282,10.127,3.91,"2,157.96",833.192,38.74588,-93.805999
Knox County MO,MO,29103.0,Knox,Edina,"4,131","1,305.38",504.011,7.302,2.819,"1,312.68",506.83,40.136776,-92.146809
Laclede County MO,MO,29105.0,Laclede,Lebanon,"35,571","1,980.61",764.717,8.534,3.295,"1,989.14",768.012,37.65969,-92.594832
Lafayette County MO,MO,29107.0,Lafayette,Lexington,"33,381","1,627.64",628.433,27.221,10.51,"1,654.86",638.943,39.068705,-93.802639
Lawrence County MO,MO,29109.0,Lawrence,Mount Vernon,"38,634","1,584.39",611.737,4.25,1.641,"1,588.64",613.378,37.106135,-93.833262
Lewis County MO,MO,29111.0,Lewis,Monticello,"10,211","1,308.05",505.042,14.902,5.754,"1,322.95",510.796,40.084559,-91.728803
Lincoln County MO,MO,29113.0,Lincoln,Troy,"52,566","1,622.77",626.556,36.019,13.907,"1,658.79",640.463,39.058568,-90.957771
Linn County MO,MO,29115.0,Linn,Linneus,"12,761","1,594.30",615.564,15.054,5.812,"1,609.36",621.376,39.86444,-93.108019
Livingston County MO,MO,29117.0,Livingston,Chillicothe,"15,195","1,378.73",532.329,16.155,6.238,"1,394.88",538.567,39.778587,-93.548201
McDonald County MO,MO,29119.0,McDonald,Macon,"23,083","1,397.25",539.48,0.52,0.201,"1,397.77",539.681,36.630218,-94.343956
Macon County MO,MO,29121.0,Macon,Fredericktown,"15,566","2,075.17",801.227,28.864,11.145,"2,104.03",812.372,39.829795,-92.56434
Madison County MO,MO,29123.0,Madison,Vienna,"12,226","1,280.46",494.39,8.313,3.21,"1,288.78",497.6,37.473235,-90.345453
Maries County MO,MO,29125.0,Maries,Palmyra,"9,176","1,364.87",526.979,7.637,2.948,"1,372.51",529.927,38.162615,-91.923601
Marion County MO,MO,29127.0,Marion,Pineville,"28,781","1,131.63",436.924,19.114,7.38,"1,150.74",444.304,39.807538,-91.635379
Mercer County MO,MO,29129.0,Mercer,Princeton,"3,785","1,175.43",453.835,3.302,1.275,"1,178.73",455.11,40.421414,-93.567631
Miller County MO,MO,29131.0,Miller,Tuscumbia,"24,748","1,534.81",592.595,19.159,7.397,"1,553.97",599.992,38.21672,-92.429871
Mississippi County MO,MO,29133.0,Mississippi,Charleston,"14,358","1,066.00",411.583,44.495,17.179,"1,110.49",428.762,36.826264,-89.295929
Moniteau County MO,MO,29135.0,Moniteau,California,"15,607","1,074.91",415.025,9.961,3.846,"1,084.87",418.871,38.633037,-92.583642
Monroe County MO,MO,29137.0,Monroe,Paris,"8,840","1,677.41",647.653,58.301,22.51,"1,735.72",670.163,39.49827,-92.006458
Montgomery County MO,MO,29139.0,Montgomery,Montgomery City,"12,236","1,388.87",536.247,14.92,5.761,"1,403.79",542.008,38.935162,-91.465437
Morgan County MO,MO,29141.0,Morgan,Versailles,"20,565","1,547.86",597.631,42.45,16.39,"1,590.31",614.021,38.420807,-92.874835
New Madrid County MO,MO,29143.0,New Madrid,New Madrid,"18,956","1,747.83",674.84,56.292,21.734,"1,804.12",696.574,36.594261,-89.655949
Newton County MO,MO,29145.0,Newton,Neosho,"58,114","1,618.13",624.765,4.718,1.821,"1,622.85",626.586,36.908017,-94.334741
Nodaway County MO,MO,29147.0,Nodaway,Maryville,"23,370","2,271.33",876.964,2.362,0.912,"2,273.69",877.876,40.360484,-94.883281
Oregon County MO,MO,29149.0,Oregon,Alton,"10,881","2,045.56",789.796,4.529,1.749,"2,050.09",791.545,36.684867,-91.402902
Osage County MO,MO,29151.0,Osage,Linn,"13,878","1,565.25",604.346,15.813,6.105,"1,581.06",610.451,38.464254,-91.859504
Ozark County MO,MO,29153.0,Ozark,Gainesville,"9,723","1,929.47",744.972,26.575,10.261,"1,956.04",755.233,36.649643,-92.45858
Pemiscot County MO,MO,29155.0,Pemiscot,Caruthersville,"18,296","1,275.68",492.544,54.104,20.89,"1,329.79",513.434,36.209916,-89.785942
Perry County MO,MO,29157.0,Perry,Perryville,"18,971","1,228.57",474.354,25.399,9.806,"1,253.97",484.16,37.71113,-89.802125
Pettis County MO,MO,29159.0,Pettis,Sedalia,"42,201","1,766.95",682.222,10.482,4.047,"1,777.43",686.269,38.727367,-93.285207
Phelps County MO,MO,29161.0,Phelps,Rolla,"45,156","1,739.91",671.784,6.575,2.538,"1,746.49",674.322,37.866326,-91.790349
Pike County MO,MO,29163.0,Pike,Bowling Green,"18,516","1,736.43",670.438,36.98,14.278,"1,773.41",684.716,39.344178,-91.171042
Platte County MO,MO,29165.0,Platte,Platte City,"89,322","1,088.29",420.19,17.132,6.615,"1,105.42",426.805,39.378696,-94.761472
Polk County MO,MO,29167.0,Polk,Bolivar,"31,137","1,646.00",635.523,17.84,6.888,"1,663.84",642.411,37.616761,-93.400817
Pulaski County MO,MO,29169.0,Pulaski,Waynesville,"52,274","1,416.98",547.099,11.347,4.381,"1,428.33",551.48,37.824835,-92.207022
Putnam County MO,MO,29171.0,Putnam,Unionville,"4,979","1,339.85",517.317,5.942,2.294,"1,345.79",519.611,40.478606,-93.014531
Ralls County MO,MO,29173.0,Ralls,New London,"10,167","1,216.73",469.781,36.397,14.053,"1,253.12",483.834,39.553455,-91.524787
Randolph County MO,MO,29175.0,Randolph,Huntsville,"25,414","1,250.15",482.684,13.316,5.141,"1,263.46",487.825,39.441601,-92.492725
Ray County MO,MO,29177.0,Ray,Richmond,"23,494","1,473.20",568.805,13.289,5.131,"1,486.49",573.936,39.308401,-93.995746
Reynolds County MO,MO,29179.0,Reynolds,Centerville,"6,696","2,093.95",808.478,15.373,5.935,"2,109.32",814.413,37.360857,-90.969516
Ripley County MO,MO,29181.0,Ripley,Doniphan,"14,100","1,630.49",629.537,5.449,2.104,"1,635.94",631.641,36.648902,-90.86706
St. Charles County MO,MO,29183.0,St. Charles,St. Charles,"360,485","1,451.52",560.435,83.326,32.172,"1,534.85",592.607,38.781102,-90.674915
St. Clair County MO,MO,29185.0,St. Clair,Osceola,"9,805","1,735.25",669.983,83.057,32.068,"1,818.30",702.051,38.039069,-93.773077
Ste. Genevieve County MO,MO,29186.0,Ste. Genevieve,Farmington,"18,145","1,292.80",499.153,19.741,7.622,"1,312.54",506.775,37.89018,-90.18117
St. Francois County MO,MO,29187.0,St. Francois,Clayton,"65,359","1,170.38",451.887,7.217,2.787,"1,177.60",454.674,37.810707,-90.473868
St. Louis County MO,MO,29189.0,St. Louis,Ste. Genevieve,"998,954","1,315.20",507.8,39.415,15.218,"1,354.61",523.018,38.640702,-90.445954
Saline County MO,MO,29195.0,Saline,Marshall,"23,370","1,956.75",755.504,29.558,11.412,"1,986.30",766.916,39.13584,-93.204164
Schuyler County MO,MO,29197.0,Schuyler,Lancaster,"4,431",795.912,307.303,2.217,0.856,798.128,308.159,40.469361,-92.519016
Scotland County MO,MO,29199.0,Scotland,Memphis,"4,843","1,130.97",436.671,6.799,2.625,"1,137.77",439.296,40.447686,-92.142824
Scott County MO,MO,29201.0,Scott,Benton,"39,191","1,087.77",419.99,15.197,5.867,"1,102.97",425.857,37.047793,-89.568098
Shannon County MO,MO,29203.0,Shannon,Eminence,"8,441","2,599.88","1,003.82",0.464,0.179,"2,600.35","1,004.00",37.15198,-91.398364
Shelby County MO,MO,29205.0,Shelby,Shelbyville,"6,373","1,297.23",500.864,3.765,1.454,"1,301.00",502.318,39.797531,-92.088719
Stoddard County MO,MO,29207.0,Stoddard,Bloomfield,"29,968","2,132.14",823.222,15.02,5.799,"2,147.16",829.021,36.855428,-89.941735
Stone County MO,MO,29209.0,Stone,Galena,"32,202","1,201.84",464.033,121.066,46.744,"1,322.91",510.777,36.747857,-93.467782
Sullivan County MO,MO,29211.0,Sullivan,Milan,"6,714","1,678.26",647.981,9.124,3.523,"1,687.39",651.504,40.209587,-93.109783
Taney County MO,MO,29213.0,Taney,Forsyth,"51,675","1,638.00",632.436,49.737,19.203,"1,687.74",651.639,36.649827,-93.042819
Texas County MO,MO,29215.0,Texas,Houston,"26,008","3,049.10","1,177.27",5.071,1.958,"3,054.18","1,179.22",37.314257,-91.964478
Vernon County MO,MO,29217.0,Vernon,Nevada,"21,159","2,140.36",826.398,27.017,10.431,"2,167.38",836.829,37.850196,-94.341597
Warren County MO,MO,29219.0,Warren,Warrenton,"32,513","1,110.07",428.601,23.747,9.169,"1,133.82",437.77,38.761902,-91.159307
Washington County MO,MO,29221.0,Washington,Potosi,"25,195","1,968.17",759.913,6.671,2.576,"1,974.84",762.489,37.942315,-90.897056
Wayne County MO,MO,29223.0,Wayne,Greenville,"13,521","1,966.26",759.176,38.559,14.888,"2,004.82",774.064,37.113825,-90.460868
Webster County MO,MO,29225.0,Webster,Marshfield,"36,202","1,534.73",592.562,3.112,1.201,"1,537.84",593.763,37.280804,-92.87608
Worth County MO,MO,29227.0,Worth,Grant City,"2,171",690.524,266.613,0.535,0.207,691.059,266.82,40.480482,-94.419129
Wright County MO,MO,29229.0,Wright,Hartville,"18,815","1,765.78",681.771,3.533,1.364,"1,769.31",683.135,37.267636,-92.48001
St. Louis County MO,MO,29510.0,St. Louis [9],—,"319,294",160.343,61.909,10.683,4.125,171.026,66.034,38.635699,-90.244582
Beaverhead County MT,MT,30001.0,Beaverhead,Dillon,"9,246","14,352.74","5,541.62",78.394,30.268,"14,431.13","5,571.89",45.133863,-112.892869
Big Horn County MT,MT,30003.0,Big Horn,Hardin,"12,865","12,938.19","4,995.46",49.593,19.148,"12,987.78","5,014.61",45.407869,-107.518163
Blaine County MT,MT,30005.0,Blaine,Chinook,"6,491","10,949.29","4,227.55",29.086,11.23,"10,978.38","4,238.78",48.428282,-108.967648
Broadwater County MT,MT,30007.0,Broadwater,Townsend,"5,612","3,088.67","1,192.54",119.698,46.216,"3,208.37","1,238.76",46.334476,-111.496103
Carbon County MT,MT,30009.0,Carbon,Red Lodge,"10,078","5,306.34","2,048.79",34.64,13.375,"5,340.98","2,062.16",45.224475,-109.028551
Carter County MT,MT,30011.0,Carter,Ekalaka,"1,160","8,652.51","3,340.75",19.496,7.528,"8,672.00","3,348.28",45.516825,-104.515324
Cascade County MT,MT,30013.0,Cascade,Great Falls,"81,327","6,988.20","2,698.16",34.515,13.326,"7,022.71","2,711.48",47.316443,-111.350571
Chouteau County MT,MT,30015.0,Chouteau,Fort Benton,"5,813","10,288.70","3,972.49",62.774,24.237,"10,351.47","3,996.73",47.886837,-110.436189
Custer County MT,MT,30017.0,Custer,Miles City,"11,699","9,798.86","3,783.36",25.525,9.855,"9,824.39","3,793.22",46.261481,-105.550508
Daniels County MT,MT,30019.0,Daniels,Scobey,"1,751","3,693.59","1,426.11",1.022,0.394,"3,694.62","1,426.50",48.794429,-105.541739
Dawson County MT,MT,30021.0,Dawson,Glendive,"8,966","6,143.10","2,371.87",29.284,11.307,"6,172.38","2,383.17",47.272425,-104.901027
Deer Lodge County MT,MT,30023.0,Deer Lodge,Anaconda,"9,298","1,907.61",736.53,12.099,4.671,"1,919.70",741.201,46.099059,-113.139108
Fallon County MT,MT,30025.0,Fallon,Baker,"2,890","4,197.78","1,620.77",5.915,2.284,"4,203.70","1,623.06",46.318184,-104.405718
Fergus County MT,MT,30027.0,Fergus,Lewistown,"11,586","11,240.04","4,339.80",27.483,10.611,"11,267.52","4,350.41",47.222997,-109.22328
Flathead County MT,MT,30029.0,Flathead,Kalispell,"90,928","13,176.98","5,087.66",437.136,168.779,"13,614.12","5,256.44",48.314696,-114.054319
Gallatin County MT,MT,30031.0,Gallatin,Bozeman,"89,513","6,740.93","2,602.69",76.087,29.377,"6,817.02","2,632.07",45.535559,-111.173443
Garfield County MT,MT,30033.0,Garfield,Jordan,"1,206","12,109.12","4,675.36",445.782,172.118,"12,554.90","4,847.47",47.281174,-106.982212
Glacier County MT,MT,30035.0,Glacier,Cut Bank,"13,399","7,759.44","2,995.94",106.157,40.987,"7,865.60","3,036.92",48.705671,-112.990502
Golden Valley County MT,MT,30037.0,Golden Valley,Ryegate,884,"3,044.12","1,175.34",2.588,0.999,"3,046.71","1,176.34",46.380624,-109.174586
Granite County MT,MT,30039.0,Granite,Philipsburg,"3,079","4,473.98","1,727.42",14.584,5.631,"4,488.57","1,733.05",46.395358,-113.425683
Hill County MT,MT,30041.0,Hill,Havre,"16,096","7,508.26","2,898.96",44.209,17.069,"7,552.47","2,916.02",48.628331,-110.106372
Jefferson County MT,MT,30043.0,Jefferson,Boulder,"11,406","4,289.69","1,656.26",6.691,2.583,"4,296.38","1,658.84",46.126557,-112.056771
Judith Basin County MT,MT,30045.0,Judith Basin,Stanford,"2,072","4,842.81","1,869.82",2.067,0.798,"4,844.88","1,870.62",47.032558,-110.30532
Lake County MT,MT,30047.0,Lake,Polson,"28,746","3,859.47","1,490.15",423.637,163.567,"4,283.11","1,653.72",47.642901,-114.083687
Lewis and Clark County MT,MT,30049.0,Lewis and Clark,Helena,"63,395","8,958.32","3,458.83",100.717,38.887,"9,059.04","3,497.72",47.122133,-112.382954
Liberty County MT,MT,30051.0,Liberty,Chester,"2,339","3,703.80","1,430.05",44.369,17.131,"3,748.17","1,447.18",48.559654,-111.036924
Lincoln County MT,MT,30053.0,Lincoln,Libby,"19,687","9,357.41","3,612.92",161.123,62.21,"9,518.53","3,675.13",48.542232,-115.404343
McCone County MT,MT,30055.0,McCone,Virginia City,"1,734","6,845.78","2,643.17",102.697,39.652,"6,948.48","2,682.82",47.629628,-105.757222
Madison County MT,MT,30057.0,Madison,Circle,"7,691","9,291.54","3,587.48",39.649,15.309,"9,331.19","3,602.79",45.319288,-111.917328
Meagher County MT,MT,30059.0,Meagher,White Sulphur Springs,"1,891","6,195.03","2,391.91",7.377,2.848,"6,202.40","2,394.76",46.585706,-110.921781
Mineral County MT,MT,30061.0,Mineral,Superior,"4,223","3,158.33","1,219.44",9.899,3.822,"3,168.23","1,223.26",47.155213,-115.06455
Missoula County MT,MT,30063.0,Missoula,Missoula,"109,299","6,716.94","2,593.42",64.479,24.896,"6,781.42","2,618.32",47.027263,-113.892681
Musselshell County MT,MT,30065.0,Musselshell,Roundup,"4,538","4,838.50","1,868.16",7.127,2.752,"4,845.63","1,870.91",46.505665,-108.436982
Park County MT,MT,30067.0,Park,Livingston,"15,636","7,259.90","2,803.06",27.013,10.43,"7,286.91","2,813.49",45.421905,-110.532798
Petroleum County MT,MT,30069.0,Petroleum,Winnett,494,"4,286.10","1,654.87",49.036,18.933,"4,335.13","1,673.80",47.141917,-108.226575
Phillips County MT,MT,30071.0,Phillips,Malta,"4,253","13,312.63","5,140.04",186.078,71.845,"13,498.71","5,211.88",48.250155,-107.928833
Pondera County MT,MT,30073.0,Pondera,Conrad,"6,153","4,203.20","1,622.86",43.968,16.976,"4,247.16","1,639.84",48.230312,-112.219928
Powder River County MT,MT,30075.0,Powder River,Broadus,"1,743","8,539.96","3,297.30",1.567,0.605,"8,541.53","3,297.90",45.40889,-105.555259
Powell County MT,MT,30077.0,Powell,Deer Lodge,"7,027","6,025.33","2,326.39",16.198,6.254,"6,041.53","2,332.65",46.844225,-112.9311
Prairie County MT,MT,30079.0,Prairie,Terry,"1,179","4,498.13","1,736.74",15.097,5.829,"4,513.23","1,742.57",46.852434,-105.375808
Ravalli County MT,MT,30081.0,Ravalli,Hamilton,"40,212","6,192.20","2,390.82",24.296,9.381,"6,216.50","2,400.20",46.079298,-114.119065
Richland County MT,MT,30083.0,Richland,Sidney,"9,746","5,397.91","2,084.14",49.582,19.144,"5,447.49","2,103.29",47.785513,-104.563387
Roosevelt County MT,MT,30085.0,Roosevelt,Wolf Point,"10,425","6,098.89","2,354.79",37.876,14.624,"6,136.76","2,369.42",48.282747,-104.99517
Rosebud County MT,MT,30087.0,Rosebud,Forsyth,"9,233","12,976.88","5,010.40",43.007,16.605,"13,019.89","5,027.01",46.161734,-106.701953
Sanders County MT,MT,30089.0,Sanders,Thompson Falls,"11,413","7,149.72","2,760.52",76.301,29.46,"7,226.03","2,789.98",47.756469,-115.180225
Sheridan County MT,MT,30091.0,Sheridan,Plentywood,"3,384","4,343.62","1,677.08",75.143,29.013,"4,418.76","1,706.09",48.705523,-104.533913
Silver Bow County MT,MT,30093.0,Silver Bow,Butte,"34,200","1,860.85",718.477,1.489,0.575,"1,862.34",719.052,45.895959,-112.660222
Stillwater County MT,MT,30095.0,Stillwater,Columbus,"9,117","4,649.94","1,795.35",23.914,9.233,"4,673.85","1,804.58",45.663496,-109.391752
Sweet Grass County MT,MT,30097.0,Sweet Grass,Big Timber,"3,651","4,804.96","1,855.21",17.686,6.829,"4,822.64","1,862.03",45.81306,-109.941312
Teton County MT,MT,30099.0,Teton,Choteau,"6,073","5,885.42","2,272.38",52.173,20.144,"5,937.60","2,292.52",47.819035,-112.281725
Toole County MT,MT,30101.0,Toole,Shelby,"5,324","4,961.50","1,915.65",78.007,30.119,"5,039.51","1,945.77",48.645052,-111.733493
Treasure County MT,MT,30103.0,Treasure,Hysham,718,"2,531.45",977.398,17.161,6.626,"2,548.61",984.024,46.209636,-107.280494
Valley County MT,MT,30105.0,Valley,Glasgow,"7,369","12,757.81","4,925.82",352.165,135.972,"13,109.98","5,061.79",48.365713,-106.687883
Wheatland County MT,MT,30107.0,Wheatland,Harlowton,"2,168","3,686.06","1,423.20",13.071,5.047,"3,699.13","1,428.24",46.497047,-109.857147
Wibaux County MT,MT,30109.0,Wibaux,Wibaux,"1,017","2,303.19",889.265,1.713,0.661,"2,304.90",889.926,46.962866,-104.274466
Yellowstone County MT,MT,30111.0,Yellowstone,Billings,"147,972","6,820.20","2,633.29",40.761,15.738,"6,860.96","2,649.03",45.936987,-108.276656
Adams County NE,NE,31001.0,Adams,Hastings,"31,364","1,458.87",563.272,2.481,0.958,"1,461.35",564.23,40.520632,-98.500044
Antelope County NE,NE,31003.0,Antelope,Neligh,"6,685","2,220.18",857.218,3.558,1.374,"2,223.74",858.592,42.183225,-98.058037
Arthur County NE,NE,31005.0,Arthur,Arthur,460,"1,852.76",715.355,7.645,2.952,"1,860.41",718.307,41.570856,-101.697045
Banner County NE,NE,31007.0,Banner,Harrisburg,690,"1,932.43",746.114,0.397,0.153,"1,932.82",746.267,41.53975,-103.726263
Blaine County NE,NE,31009.0,Blaine,Brewster,478,"1,841.16",710.874,9.444,3.646,"1,850.60",714.52,41.92523,-99.990771
Boone County NE,NE,31011.0,Boone,Albion,"5,505","1,778.17",686.554,1.719,0.664,"1,779.88",687.218,41.7054,-98.066794
Box Butte County NE,NE,31013.0,Box Butte,Alliance,"11,308","2,785.00","1,075.29",6.589,2.544,"2,791.58","1,077.84",42.215665,-103.087821
Boyd County NE,NE,31015.0,Boyd,Butte,"2,099","1,398.44",539.94,11.89,4.591,"1,410.33",544.531,42.894448,-98.773022
Brown County NE,NE,31017.0,Brown,Ainsworth,"3,145","3,163.24","1,221.33",9.814,3.789,"3,173.05","1,225.12",42.34939,-99.923176
Buffalo County NE,NE,31019.0,Buffalo,Kearney,"46,102","2,507.40",968.112,18.874,7.287,"2,526.27",975.399,40.855226,-99.074983
Burt County NE,NE,31021.0,Burt,Tekamah,"6,858","1,273.19",491.581,14.198,5.482,"1,287.39",497.063,41.854179,-96.337746
Butler County NE,NE,31023.0,Butler,David City,"8,395","1,514.90",584.907,15.293,5.905,"1,530.19",590.812,41.226072,-97.13204
Cass County NE,NE,31025.0,Cass,Plattsmouth,"25,241","1,443.78",557.446,21.873,8.445,"1,465.65",565.891,40.909878,-96.140609
Cedar County NE,NE,31027.0,Cedar,Hartington,"8,852","1,917.40",740.312,14.335,5.535,"1,931.73",745.847,42.604511,-97.256824
Chase County NE,NE,31029.0,Chase,Imperial,"3,966","2,316.53",894.419,7.978,3.08,"2,324.51",897.499,40.53039,-101.694192
Cherry County NE,NE,31031.0,Cherry,Valentine,"5,713","15,437.42","5,960.42",126.677,48.91,"15,564.10","6,009.33",42.566985,-101.072622
Cheyenne County NE,NE,31033.0,Cheyenne,Sidney,"9,998","3,098.37","1,196.29",0.293,0.113,"3,098.66","1,196.40",41.214236,-103.011929
Clay County NE,NE,31035.0,Clay,Clay Center,"6,542","1,482.22",572.289,3.235,1.249,"1,485.46",573.538,40.523669,-98.05105
Colfax County NE,NE,31037.0,Colfax,Schuyler,"10,515","1,066.19",411.66,12.578,4.856,"1,078.77",416.516,41.574675,-97.089455
Cuming County NE,NE,31039.0,Cuming,West Point,"9,139","1,477.90",570.619,10.447,4.034,"1,488.34",574.653,41.915865,-96.788517
Custer County NE,NE,31041.0,Custer,Broken Bow,"10,939","6,670.57","2,575.52",0.933,0.36,"6,671.50","2,575.88",41.393893,-99.726866
Dakota County NE,NE,31043.0,Dakota,Dakota City,"21,006",684.416,264.255,8.2,3.166,692.616,267.421,42.390456,-96.562549
Dawes County NE,NE,31045.0,Dawes,Chadron,"9,182","3,616.82","1,396.46",11.922,4.603,"3,628.75","1,401.07",42.711214,-103.134872
Dawson County NE,NE,31047.0,Dawson,Lexington,"24,326","2,623.91","1,013.10",16.413,6.337,"2,640.32","1,019.43",40.867378,-99.815154
Deuel County NE,NE,31049.0,Deuel,Chappell,"1,941","1,139.21",439.851,2.231,0.861,"1,141.44",440.712,41.112988,-102.332604
Dixon County NE,NE,31051.0,Dixon,Ponca,"6,000","1,233.43",476.232,17.272,6.669,"1,250.71",482.901,42.48528,-96.855862
Dodge County NE,NE,31053.0,Dodge,Fremont,"36,691","1,369.34",528.706,37.02,14.294,"1,406.36",543,41.577008,-96.645853
Douglas County NE,NE,31055.0,Douglas,Omaha,"517,110",850.693,328.455,28.211,10.892,878.904,339.347,41.297091,-96.154066
Dundy County NE,NE,31057.0,Dundy,Benkelman,"2,008","2,381.95",919.678,3.046,1.176,"2,385.00",920.854,40.180165,-101.681133
Fillmore County NE,NE,31059.0,Fillmore,Geneva,"5,890","1,490.20",575.371,2.99,1.154,"1,493.19",576.525,40.52504,-97.596705
Franklin County NE,NE,31061.0,Franklin,Franklin,"3,225","1,491.36",575.816,0.488,0.188,"1,491.84",576.004,40.183203,-98.96208
Frontier County NE,NE,31063.0,Frontier,Stockville,"2,756","2,524.18",974.592,14.213,5.488,"2,538.39",980.08,40.530947,-100.406683
Furnas County NE,NE,31065.0,Furnas,Beaver City,"4,959","1,862.54",719.132,3.916,1.512,"1,866.46",720.644,40.191991,-99.909661
Gage County NE,NE,31067.0,Gage,Beatrice,"22,311","2,205.35",851.491,21.929,8.467,"2,227.28",859.958,40.255234,-96.683453
Garden County NE,NE,31069.0,Garden,Oshkosh,"2,057","4,414.07","1,704.28",68.875,26.593,"4,482.95","1,730.88",41.659381,-102.328229
Garfield County NE,NE,31071.0,Garfield,Burwell,"2,049","1,475.75",569.79,4.126,1.593,"1,479.88",571.383,41.905572,-98.922998
Gosper County NE,NE,31073.0,Gosper,Elwood,"2,044","1,186.62",458.155,11.832,4.568,"1,198.45",462.723,40.509838,-99.824078
Grant County NE,NE,31075.0,Grant,Hyannis,614,"2,010.41",776.224,18.131,7,"2,028.54",783.224,41.915867,-101.756875
Greeley County NE,NE,31077.0,Greeley,Greeley,"2,538","1,475.80",569.811,2.189,0.845,"1,477.99",570.656,41.5676,-98.530566
Hall County NE,NE,31079.0,Hall,Grand Island,"58,607","1,414.88",546.289,15.166,5.856,"1,430.05",552.145,40.866023,-98.498004
